Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score_Numeric,Customer_Segment,Cluster,PCA1,PCA2
CUST0054,78,7,931.3451372342204,3,4,5,4.0,Loyal,0,1.4456237840639348,0.6734548102183608
CUST0055,197,5,494.78728321134827,1,3,3,2.3333333333333335,At Risk,1,-0.7742282766873919,1.2797980873183192
CUST0056,20,5,469.71899869802826,4,3,3,3.3333333333333335,Loyal,0,0.17641780807639967,-0.8123350423298051
CUST0057,3,4,471.83905007748274,5,2,3,3.3333333333333335,New Customers,1,-0.0063534833269645865,-1.1277068478591958
CUST0058,51,6,734.4340208314859,3,4,4,3.6666666666666665,Loyal,0,0.8753405220722339,-0.004265094636740257
CUST0059,32,4,218.44927446807972,4,2,1,2.3333333333333335,New Customers,1,-0.7370305048217312,-1.1030594068850783
CUST0060,84,2,307.1446286351237,2,1,2,1.6666666666666667,Others,1,-1.403097917923915,-0.6279920880133562
CUST0061,26,7,666.7447848778013,4,4,4,4.0,Champions,0,1.150571715473052,-0.2589917129563334
CUST0062,144,3,296.0661531553625,1,1,2,1.3333333333333333,Others,1,-1.4848737008884123,0.17704603466563545
CUST0063,161,3,214.43397543868952,1,1,1,1.0,Others,1,-1.7638170718782753,0.2741561179535692
CUST0064,53,3,260.07351933614086,3,1,1,1.6666666666666667,Others,1,-1.047709398672027,-0.9271153945140186
CUST0065,26,5,408.2884717148148,4,3,2,3.0,Loyal,1,0.005137387528128918,-0.8183611046237239
CUST0066,248,2,259.3874407069012,1,1,1,1.0,Others,1,-2.442411354684423,1.2227821321508368
CUST0067,46,3,385.84057193995847,3,1,2,2.0,Others,1,-0.7270957486411869,-0.853248066386779
CUST0068,13,4,304.25364546982127,5,2,2,3.0,New Customers,1,-0.437397549005506,-1.2183048090643729
CUST0069,159,5,544.2609190030313,1,3,3,2.3333333333333335,At Risk,1,-0.4476571529039073,0.8984122624467726
CUST0070,4,2,142.29253383463677,5,1,1,2.3333333333333335,New Customers,1,-1.3162001830180927,-1.7632615133225724
CUST0071,30,3,145.77117053551603,4,1,1,2.0,New Customers,1,-1.1721124350858299,-1.3361678214136385
CUST0072,78,6,739.9328814011341,3,4,4,3.6666666666666665,Loyal,0,0.7340662794314683,0.3169431379060361
CUST0073,17,9,707.0773232165236,5,5,4,4.666666666666667,Champions,0,1.8601783244047458,-0.07391390051446417
CUST0074,19,4,540.6564791042989,5,2,3,3.3333333333333335,New Customers,1,0.056303685656335985,-0.8563648339610337
CUST0075,221,6,724.3010812061212,1,4,4,3.0,At Risk,1,-0.11409070829110338,1.9628628835186035
CUST0076,56,7,717.5694916745239,3,4,4,3.6666666666666665,Loyal,0,1.0934365743849765,0.15315047196222586
CUST0077,141,2,331.12197422179463,1,1,2,1.3333333333333333,Others,1,-1.6737277005169002,0.06539534132480807
CUST0078,11,6,705.3877991562416,5,4,4,4.333333333333333,Champions,0,1.0379721593526057,-0.505950301472901
CUST0079,22,7,746.0084840172087,4,4,4,4.0,Champions,0,1.3502946037772698,-0.20764322584676526
CUST0080,379,1,262.40599203017814,1,1,1,1.0,Others,1,-3.4648674301355835,2.6319777764220826
CUST0081,370,1,161.90955667676968,1,1,1,1.0,Others,1,-3.6380649899985174,2.4030119790529203
CUST0082,149,4,369.82298233646554,1,2,2,1.6666666666666667,Others,1,-1.064444569634963,0.4464221353768909
CUST0083,28,8,1117.2294587604285,4,5,5,4.666666666666667,Champions,0,2.429193931867627,0.4408877380969956
CUST0084,10,3,231.1978581565071,5,1,1,2.3333333333333335,New Customers,1,-0.8676356438833993,-1.4635248246921155
CUST0085,54,3,270.48992929498684,3,1,1,1.6666666666666667,Others,1,-1.0301394621347018,-0.902601185353082
CUST0086,5,4,267.502127057725,5,2,1,2.6666666666666665,New Customers,1,-0.47395698342998893,-1.3568702945406788
CUST0087,12,7,985.2265109668452,5,4,5,4.666666666666667,Champions,0,1.9412750166575357,-0.028544862480846554
CUST0088,2,5,945.6282816040753,5,3,5,4.333333333333333,Loyal,0,1.341362833696341,-0.43397011657753476
CUST0089,45,3,313.15085909821545,3,1,2,2.0,Others,1,-0.8837051935149393,-0.9546994609924067
CUST0090,14,8,755.5314069033611,5,5,4,4.666666666666667,Champions,0,1.701239035592329,-0.16901135887109234
CUST0091,110,2,154.97194966268046,2,1,1,1.3333333333333333,Others,1,-1.890723129573859,-0.513228276904547
CUST0092,16,7,733.2601844729375,5,4,4,4.333333333333333,Champions,0,1.3559536891484207,-0.2932633404602557
CUST0093,9,7,781.5001147054314,5,4,5,4.666666666666667,Champions,0,1.5034701614445736,-0.31517892916484463
CUST0094,390,1,120.58324956314604,1,1,1,1.0,Others,1,-3.844077512576492,2.5848539541604514
CUST0095,280,4,379.19271658457916,1,2,2,1.6666666666666667,Others,1,-1.7885346591010731,1.9834908953753103
CUST0096,128,5,784.4712677540874,2,3,5,3.3333333333333335,At Risk,0,0.2649679603231791,0.8341919883506744
CUST0097,32,2,227.02049413255284,4,1,1,2.0,New Customers,1,-1.2862642916385245,-1.332522629120319
CUST0098,169,4,270.7188510415137,1,2,1,1.3333333333333333,Others,1,-1.3994594077321083,0.5568809821157724
CUST0099,96,5,689.3014870578361,2,3,4,3.0,At Risk,0,0.23446669961283795,0.34397255421355816
CUST0100,167,2,146.4111550132134,1,1,1,1.0,Others,1,-2.234001813239616,0.1399590536195129
CUST0101,17,6,721.0998133074628,5,4,4,4.333333333333333,Champions,0,1.038930250246775,-0.416668587911482
CUST0102,296,3,288.47143493116283,1,1,1,1.0,Others,1,-2.366269955450407,1.9377002443476077
CUST0103,101,3,322.1295940705075,2,1,2,1.6666666666666667,Others,1,-1.1821357322220147,-0.29148744080392
CUST0104,116,7,693.0262179774463,2,4,4,3.3333333333333335,At Risk,0,0.6974120189607689,0.8215267763143299
CUST0105,112,5,470.36148554494264,2,3,3,2.6666666666666665,At Risk,1,-0.34536094929816313,0.25979710281597995
CUST0106,7,6,555.2772235974896,5,4,3,4.0,Loyal,0,0.7255640877970468,-0.7379882784132518
CUST0107,17,3,318.46850964277496,5,1,2,2.6666666666666665,New Customers,1,-0.7125934949997764,-1.2741891334273694
CUST0108,25,5,464.74545236168444,4,3,3,3.3333333333333335,Loyal,0,0.13687771590630396,-0.7602548293047814
CUST0109,52,8,793.0162294641729,3,5,5,4.333333333333333,Loyal,0,1.5688227219007493,0.31980957424951056
CUST0110,3,2,53.71127841932963,5,1,1,2.3333333333333335,New Customers,1,-1.5082911611307475,-1.8843465310280327
CUST0111,42,10,1036.9021262208769,4,5,5,4.666666666666667,Champions,0,2.7385962416551766,0.744727740193071
CUST0112,27,4,668.2669436965373,4,2,4,3.3333333333333335,New Customers,0,0.2957266686645318,-0.6055452802411324
CUST0113,31,9,1332.6177550531645,4,5,5,4.666666666666667,Champions,0,3.1772221736083432,0.8619561852548647
CUST0114,20,6,780.7684500257078,4,4,5,4.333333333333333,Champions,0,1.1550929388864517,-0.30801445881906275
CUST0115,155,3,304.3147915773742,1,1,2,1.3333333333333333,Others,1,-1.529014820415648,0.31533183622166544
CUST0116,38,8,898.9178674215486,4,5,5,4.666666666666667,Champions,0,1.8848919573199638,0.2876187789718794
CUST0117,18,4,579.3329757904066,5,2,3,3.3333333333333335,New Customers,0,0.148344983576195,-0.8202259239247379
CUST0118,72,6,804.5693091482141,3,4,5,4.0,Loyal,0,0.9125046126862738,0.3269300143878695
CUST0119,8,4,323.5417272852045,5,2,2,3.0,New Customers,1,-0.36589695557835217,-1.252699753768613
CUST0120,124,2,221.59871068959131,2,1,1,1.3333333333333333,Others,1,-1.8215829308001366,-0.26788274576697935
CUST0121,95,2,385.0100105935019,2,1,2,1.6666666666666667,Others,1,-1.291803604526042,-0.4036964546424802
CUST0122,27,8,740.8576983064265,4,5,4,4.333333333333333,Champions,0,1.5945442894150113,-0.03575560766150397
CUST0123,10,5,728.5484284055057,5,3,4,4.0,Loyal,0,0.8111851998224794,-0.6090072570292916
CUST0124,220,5,370.48986192543697,1,3,2,2.0,At Risk,1,-1.1825542459022234,1.3940661699102568
CUST0125,24,7,620.2501594496501,4,4,4,4.0,Champions,0,1.058135944220192,-0.3397246819926033
CUST0126,21,7,776.2782283716328,4,4,5,4.333333333333333,Champions,0,1.4235658885969498,-0.18189065848361458
CUST0127,55,3,515.8103868601681,3,1,3,2.3333333333333335,Others,1,-0.4880920726053715,-0.5878686091596048
CUST0128,171,5,409.9126620123792,1,3,2,2.0,At Risk,1,-0.8158658235952982,0.8721679715789872
CUST0129,24,8,992.9186156582156,4,5,5,4.666666666666667,Champions,0,2.174389712202085,0.24072471733433162
CUST0130,12,8,724.5989208429015,5,5,4,4.666666666666667,Champions,0,1.6435493289639143,-0.23051767463830872
CUST0131,77,5,278.88379554849854,3,3,1,2.3333333333333335,Loyal,1,-0.5738305233663372,-0.38434341075496914
CUST0132,17,5,756.3313984258704,5,3,4,4.0,Loyal,0,0.8334073825217685,-0.49316718216413585
CUST0133,304,3,336.5955187196254,1,1,2,1.3333333333333333,Others,1,-2.304318646414306,2.090316264014925
CUST0134,41,6,533.8895940355158,4,4,3,3.6666666666666665,Loyal,0,0.4844498517920335,-0.36848278950306396
CUST0135,5,4,608.3821019563699,5,2,4,3.6666666666666665,New Customers,0,0.28713616431532096,-0.9357211884385581
CUST0136,102,2,256.1608958583596,2,1,1,1.3333333333333333,Others,1,-1.6192986689602185,-0.4813715972708343
CUST0137,58,9,1477.4802740641842,3,5,5,4.333333333333333,Loyal,0,3.3471094344146004,1.3553449050590485
CUST0138,110,5,606.2572364231418,2,3,4,3.0,At Risk,1,-0.030568147905397792,0.40440310819699027
CUST0139,1,7,695.1030811168085,5,4,4,4.333333333333333,Champions,0,1.35606566658973,-0.5150802685433641
CUST0140,112,5,595.8088558863247,2,3,4,3.0,At Risk,1,-0.06527076800228998,0.414784346926883
CUST0141,94,7,828.5548088405525,2,4,5,3.6666666666666665,At Risk,0,1.125127063436957,0.7327795190245606
CUST0142,231,3,354.83463138105765,1,1,2,1.3333333333333333,Others,1,-1.848437276071131,1.2627665491764897
CUST0143,10,8,1121.2429259247942,5,5,5,5.0,Champions,0,2.5405227340134076,0.23623660069673902
CUST0144,14,7,565.3242047521412,5,4,3,4.0,Loyal,0,0.9923720911789147,-0.5240342160041915
CUST0145,103,3,428.65733485436465,2,1,2,1.6666666666666667,Others,1,-0.9556621878538025,-0.136584984762441
CUST0146,30,6,880.5758081487173,4,4,5,4.333333333333333,Champions,0,1.3210648743136126,-0.0682550177283674
CUST0147,154,5,496.0660355258816,1,3,3,2.3333333333333335,At Risk,1,-0.5268278404428846,0.7806437182269818
CUST0148,14,7,679.2916403945884,5,4,4,4.333333333333333,Champions,0,1.246830671092158,-0.3832301583301119
CUST0149,112,7,872.9397450425114,2,4,5,3.6666666666666665,At Risk,0,1.1218588570327592,0.9972257333299891
CUST0150,98,2,252.19674208816184,2,1,1,1.3333333333333333,Others,1,-1.6054011538533832,-0.5328491440639644
CUST0151,164,4,332.76236479449085,1,2,2,1.6666666666666667,Others,1,-1.232497453495276,0.5753093572527217
CUST0152,18,5,632.0636268806796,5,3,4,4.0,Loyal,0,0.5502638269189738,-0.6350520777420045
CUST0153,50,4,357.86525080133026,3,2,2,2.3333333333333335,Others,1,-0.5281200008498178,-0.7212046014321406
CUST0154,16,10,924.5676852342522,5,5,5,5.0,Champions,0,2.63564831508968,0.30317166983955274
CUST0155,16,5,284.88378909861467,5,3,1,3.0,Loyal,1,-0.21352101615587232,-1.087274479205713
CUST0156,121,6,849.5638438824251,2,4,5,3.6666666666666665,At Risk,0,0.7342973562278406,0.9531238232489833
CUST0157,17,5,470.61430349447295,5,3,3,3.6666666666666665,Loyal,0,0.195478084355632,-0.8461638613155903
CUST0158,398,1,137.3331239819915,1,1,1,1.0,Others,1,-3.8521763605619124,2.69870788393204
CUST0159,102,5,716.2395735588175,2,3,4,3.0,At Risk,0,0.26048958565678393,0.44712381331382833
CUST0160,196,6,749.3548700118763,1,4,4,3.0,At Risk,0,0.08402516799184585,1.7026916875475617
CUST0161,32,5,592.9879553685294,4,3,4,3.6666666666666665,Loyal,0,0.3833989710413905,-0.5202993894074839
CUST0162,84,8,557.0633499684479,2,5,3,3.3333333333333335,At Risk,0,0.860016289895364,0.40093483266841146
CUST0163,89,4,273.75449821916436,2,2,1,1.6666666666666667,Others,1,-0.9377135754923612,-0.37096712875389853
CUST0164,82,5,597.5600549851731,2,3,4,3.0,At Risk,0,0.10925220651753562,0.06759844398708341
CUST0165,38,6,709.7711962696642,4,4,4,4.0,Champions,0,0.8942073873302121,-0.18612019751517475
CUST0166,106,7,829.6921279202669,2,4,5,3.6666666666666665,At Risk,0,1.0594211830492268,0.8739244368327364
CUST0167,177,3,378.4973016732434,1,1,2,1.3333333333333333,Others,1,-1.4885014745516338,0.6631721738099313
CUST0168,18,2,298.11489952998477,5,1,2,2.6666666666666665,New Customers,1,-1.047910229136779,-1.407716932840673
CUST0169,22,2,175.07839165886128,4,1,1,2.0,New Customers,1,-1.3453660065412758,-1.5131456846370201
CUST0170,137,6,1029.3422629909755,1,4,5,3.3333333333333335,At Risk,0,1.0447005221514238,1.3615555027956585
CUST0171,25,9,696.5447558117926,4,5,4,4.333333333333333,Champions,0,1.7911651339682677,0.006233220901196118
CUST0172,39,4,500.39059528326396,4,2,3,3.0,New Customers,1,-0.1473411973970849,-0.6732127310822944
CUST0173,42,7,458.7807845968261,4,4,3,3.6666666666666665,Loyal,0,0.5952505202771479,-0.32960657573684027
CUST0174,228,2,126.5006063086075,1,1,1,1.0,Others,1,-2.625369842478438,0.8257039618376427
CUST0175,57,6,564.430664916244,3,4,3,3.3333333333333335,Loyal,0,0.46164622503837494,-0.14443030624647896
CUST0176,19,2,284.56983321338873,5,1,1,2.3333333333333335,New Customers,1,-1.0838398136802188,-1.412806558041934
CUST0177,1,8,715.1985106867288,5,5,4,4.666666666666667,Champions,0,1.685118852506677,-0.37022646279371235
CUST0179,26,7,653.5174984100648,4,4,4,4.0,Champions,0,1.1210387483433406,-0.2753337109680976
CUST0180,3,2,116.66495258876812,5,1,1,2.3333333333333335,New Customers,1,-1.3677325670097613,-1.8065687630315805
CUST0181,127,3,175.8782319987745,2,1,1,1.3333333333333333,Others,1,-1.656540238489957,-0.16940798341690697
CUST0182,86,2,302.9789245698441,2,1,2,1.6666666666666667,Others,1,-1.4237730140707434,-0.6098487518451978
CUST0183,43,9,891.0578979964472,3,5,5,4.333333333333333,Loyal,0,2.1230927656026637,0.45615926507673255
CUST0184,114,5,527.5793674124802,2,3,3,2.6666666666666665,At Risk,1,-0.2289830353601559,0.3537784002860165
CUST0185,23,4,606.4584312864383,4,2,4,3.3333333333333335,New Customers,0,0.18047331473119804,-0.7284881571449218
CUST0186,307,1,124.69181811649318,1,1,1,1.0,Others,1,-3.362874834087585,1.6233964653666269
CUST0187,20,9,1214.6933244967697,4,5,5,4.666666666666667,Champions,0,2.9764867969675732,0.5881685495644852
CUST0188,76,9,1044.331837500228,3,5,5,4.333333333333333,Loyal,0,2.277637858510889,1.0298099885160201
CUST0189,31,4,460.7840073777178,4,2,3,3.0,New Customers,1,-0.19027523281843628,-0.8153055870513477
CUST0190,79,7,746.0210841666106,2,4,4,3.3333333333333335,At Risk,0,1.026158000945902,0.4561363301574736
CUST0191,39,6,606.5102868800873,4,4,4,4.0,Champions,0,0.6579664954788501,-0.30205161424325816
CUST0192,10,10,1006.2795028270109,5,5,5,5.0,Champions,0,2.8522113936026665,0.33425478458528246
CUST0193,30,5,782.9367110365035,4,3,5,4.0,Loyal,0,0.8188775697526235,-0.308912181475294
CUST0194,1,9,1249.9936727813026,5,5,5,5.0,Champions,0,3.1633578763049295,0.41052662782361204
CUST0195,81,7,760.8641846526733,2,4,4,3.3333333333333335,At Risk,0,1.0479244442152802,0.4977645925001543
CUST0196,159,4,365.49565468949527,1,2,2,1.6666666666666667,Others,1,-1.1309773326891608,0.5575256475316253
CUST0197,7,4,250.09331770682817,5,2,1,2.6666666666666665,New Customers,1,-0.5242003658651213,-1.3550885001577555
CUST0198,204,6,700.7041557283312,1,4,4,3.0,At Risk,1,-0.07009557504534084,1.7357447445816019
CUST0199,13,5,807.8431054779061,5,3,5,4.333333333333333,Loyal,0,0.9711675491370372,-0.47610562159997377
CUST0200,272,1,84.27202700613503,1,1,1,1.0,Others,1,-3.2540728163317216,1.165884395148665
CUST0201,84,8,1081.8381547886177,2,5,5,4.0,At Risk,0,2.03169704989533,1.049281629867756
CUST0202,170,5,632.9008791944868,1,3,4,2.6666666666666665,At Risk,1,-0.31230610908213885,1.1360196311075763
CUST0203,109,5,420.42458689208826,2,3,2,2.3333333333333335,At Risk,1,-0.43979528865764733,0.1631663047751365
CUST0204,142,1,90.14159863567686,1,1,1,1.0,Others,1,-2.5016445630741444,-0.3407115824237438
CUST0205,153,3,310.70352102525857,1,1,2,1.3333333333333333,Others,1,-1.503376307492966,0.2999349950713055
CUST0206,80,7,733.7383466001986,2,4,4,3.3333333333333335,At Risk,0,0.9930468564186367,0.4526062821208878
CUST0207,135,3,428.4914972149599,1,1,2,1.3333333333333333,Others,1,-1.138019678593746,0.23584955909564795
CUST0208,169,5,396.7263479538413,1,3,2,2.0,At Risk,1,-0.8339331091255296,0.8325866294848827
CUST0209,38,4,606.7062128478804,4,2,4,3.3333333333333335,New Customers,1,0.09572003484263641,-0.5535072950158699
CUST0210,1,7,792.8490579583382,5,4,5,4.666666666666667,Champions,0,1.5743060992108593,-0.39431743762574045
CUST0211,24,6,651.3119188840759,4,4,4,4.0,Champions,0,0.8433029791322808,-0.4213749967590032
CUST0212,6,5,416.21727030411233,5,3,2,3.3333333333333335,Loyal,1,0.13658227116753546,-1.0414649076378073
CUST0213,179,4,656.7177370219483,1,2,4,2.3333333333333335,Others,1,-0.5944988932315889,1.150223252960525
CUST0214,7,6,570.4302348883258,5,4,3,4.0,Loyal,0,0.7593966796487442,-0.7192670931579769
CUST0215,41,4,562.7439364731554,4,2,3,3.0,New Customers,1,-0.01949718633227984,-0.5728866956918912
CUST0216,5,8,726.6785119790065,5,5,4,4.666666666666667,Champions,0,1.6880022000781332,-0.3094632650424554
CUST0217,43,7,1006.4382046876112,3,4,5,4.0,Loyal,0,1.812334894765146,0.35865613095828236
CUST0218,170,5,512.0300313178877,1,3,3,2.3333333333333335,At Risk,1,-0.5821781486714349,0.986686571715716
CUST0219,26,3,207.0153231641351,4,1,1,2.0,New Customers,1,-1.0126223395084855,-1.3070820556846399
CUST0220,63,5,761.4419243544147,3,3,4,3.3333333333333335,Loyal,0,0.5832111813915499,0.0488159351001842
CUST0221,49,4,437.57633272415,3,2,2,2.3333333333333335,Others,1,-0.34445952919140616,-0.6343684367482199
CUST0222,67,2,250.76300735231115,3,1,1,1.6666666666666667,Others,1,-1.4323021779119034,-0.8956149393090717
CUST0223,225,2,76.13456602990726,1,1,1,1.0,Others,1,-2.7207623394737315,0.7285429695189747
CUST0224,38,6,736.0873365597333,4,4,4,4.0,Champions,0,0.9529642387874772,-0.15360723173443042
CUST0225,98,4,532.263560821765,2,2,3,2.3333333333333335,Others,1,-0.41171638903841906,0.053219513543545545
CUST0226,21,6,423.57764594686546,4,4,2,3.3333333333333335,Loyal,0,0.3518950032452568,-0.7376702243968767
CUST0227,117,8,710.5841451436787,2,5,4,3.6666666666666665,At Risk,0,1.015112545012747,0.9748905404218944
CUST0228,32,4,280.5707152679276,4,2,1,2.3333333333333335,New Customers,1,-0.5983300636037095,-1.0263098434341575
CUST0229,2,4,346.37145097149596,5,2,2,3.0,New Customers,1,-0.28080172938034265,-1.2943640663879057
CUST0230,141,4,383.8149945837387,1,2,2,1.6666666666666667,Others,1,-0.9877073708713764,0.37054907583148095
CUST0231,263,4,566.2529221804596,1,2,3,2.0,Others,1,-1.2741989051382163,2.0166346344559085
CUST0232,3,6,953.5593183174212,5,4,5,4.666666666666667,Champions,0,1.6375691069399363,-0.2925001467885765
CUST0233,56,5,359.8584966705398,3,3,2,2.6666666666666665,Loyal,1,-0.27360671798587183,-0.5288457197869688
CUST0234,263,1,13.521953717851227,1,1,1,1.0,Others,1,-3.360854763647016,0.9736695210252645
CUST0235,155,6,792.3025457552086,1,4,5,3.3333333333333335,At Risk,0,0.41308688301320345,1.2783082473816119
CUST0236,5,6,641.285331198818,5,4,4,4.333333333333333,Champions,0,0.928971221942922,-0.6550172704469256
CUST0237,39,4,553.7898006518685,4,2,3,3.0,New Customers,1,-0.02811515804650805,-0.6072392821748362
CUST0238,11,6,572.3928352132262,5,4,3,4.0,Loyal,0,0.7410302349354844,-0.6702624180685989
CUST0239,90,5,467.9835677745625,2,3,3,2.6666666666666665,At Risk,1,-0.2255539853175626,0.0006696322152761446
CUST0241,29,2,166.82694548586966,4,1,1,2.0,New Customers,1,-1.4035989671982976,-1.4418252744229079
CUST0242,4,8,796.7181973619188,5,5,5,5.0,Champions,0,1.8500690488261935,-0.2345758808897238
CUST0243,76,3,338.3669677611886,3,1,2,2.0,Others,1,-1.00370453566763,-0.5625511080790994
CUST0244,70,3,352.09731845075845,3,1,2,2.0,Others,1,-0.9389257579164464,-0.6154574797392568
CUST0245,52,7,1096.7728706156722,3,4,5,4.0,Loyal,0,1.9628439611755115,0.5750673037526998
CUST0246,216,3,221.5551348924538,1,1,1,1.0,Others,1,-2.0607079756462365,0.9234281654844161
CUST0247,16,8,922.0231897436979,5,5,5,5.0,Champions,0,2.0615961310077036,0.059975245756308124
CUST0248,30,3,324.5868256197667,4,1,2,2.3333333333333335,New Customers,1,-0.7728652518663472,-1.1152453300933756
CUST0249,51,3,261.44991720509444,3,1,1,1.6666666666666667,Others,1,-1.0332620717968268,-0.9487048521845535
