Customer_ID,Revenue,Orders,First,Last,Lifespan_Years,CLV
CUST0035,548.954978403737,5,2022-01-04 11:00:00,2022-12-27 18:00:00,0.9780821917808219,1683.7694715744874
CUST0036,664.4060934081809,5,2022-01-23 09:00:00,2022-12-02 00:00:00,0.8547945205479452,2331.8098470575583
CUST0037,519.7878459503437,3,2022-02-02 04:00:00,2022-04-07 06:00:00,0.17534246575342466,8893.24517680666
CUST0038,606.9536506490886,3,2022-01-19 09:00:00,2022-06-06 04:00:00,0.37534246575342467,4851.198886574832
CUST0039,802.0224391129527,7,2022-02-07 00:00:00,2023-02-18 07:00:00,1.0301369863013699,2335.6770500762855
CUST0040,842.8692680354206,6,2022-04-02 09:00:00,2022-10-18 17:00:00,0.5452054794520548,4637.898736174801
CUST0041,918.5483240519367,7,2022-01-07 11:00:00,2023-02-03 05:00:00,1.0712328767123287,2572.405153035475
CUST0042,117.37115365390514,3,2022-03-18 13:00:00,2022-05-16 14:00:00,0.16164383561643836,2178.329038152985
CUST0043,966.2734051017732,8,2022-02-17 17:00:00,2022-12-04 14:00:00,0.7917808219178082,3661.1397182921855
CUST0044,258.10771992630066,2,2022-09-28 17:00:00,2022-11-10 20:00:00,0.1178082191780822,6572.743100448819
CUST0045,472.2931900230148,4,2022-07-27 12:00:00,2023-01-29 11:00:00,0.5068493150684932,2795.46509770379
CUST0046,150.20979363821579,2,2022-09-09 07:00:00,2022-12-11 08:00:00,0.2547945205479452,1768.5991831596375
CUST0047,466.757831861959,5,2022-01-25 13:00:00,2022-03-24 13:00:00,0.1589041095890411,8812.065963600777
CUST0048,501.69599752296324,4,2022-02-20 07:00:00,2023-01-04 23:00:00,0.8712328767123287,1727.5381046781283
CUST0049,277.4387508862274,4,2022-06-10 21:00:00,2022-08-06 13:00:00,0.15342465753424658,5424.918432507482
CUST0050,495.0500659826905,5,2022-05-07 23:00:00,2022-10-14 10:00:00,0.43561643835616437,3409.3070581826805
CUST0051,589.8338341139424,4,2022-01-24 04:00:00,2022-05-04 08:00:00,0.273972602739726,6458.68048354767
CUST0052,287.08138506587903,4,2022-09-17 01:00:00,2023-01-23 14:00:00,0.3506849315068493,2455.891536305762
CUST0053,490.7157442265677,4,2022-02-17 12:00:00,2022-10-20 23:00:00,0.6712328767123288,2193.1989384820067
CUST0054,931.3451372342204,7,2022-01-17 03:00:00,2022-12-06 10:00:00,0.8849315068493151,3157.3465178683323
CUST0055,494.78728321134827,5,2022-03-13 00:00:00,2022-08-09 05:00:00,0.40821917808219177,3636.188423600177
CUST0056,469.71899869802826,5,2022-02-20 21:00:00,2023-02-01 16:00:00,0.9452054794520548,1490.8472567372203
CUST0057,471.83905007748274,4,2022-07-25 07:00:00,2023-02-19 08:00:00,0.5726027397260274,2472.075405908343
CUST0058,734.4340208314859,6,2022-02-08 07:00:00,2023-01-02 01:00:00,0.8958904109589041,2459.3432807659847
CUST0059,218.44927446807972,4,2022-03-17 04:00:00,2023-01-21 07:00:00,0.8493150684931506,771.6192114275719
CUST0060,307.1446286351237,2,2022-06-07 10:00:00,2022-11-30 12:00:00,0.4821917808219178,1910.928229292389
CUST0061,666.7447848778013,7,2022-02-18 19:00:00,2023-01-27 07:00:00,0.936986301369863,2134.7530393017323
CUST0062,296.0661531553625,3,2022-02-02 16:00:00,2022-10-01 07:00:00,0.6575342465753424,1350.8018237713413
CUST0063,214.43397543868952,3,2022-02-12 13:00:00,2022-09-14 15:00:00,0.5863013698630137,1097.220575258715
CUST0064,260.07351933614086,3,2022-07-20 18:00:00,2022-12-30 16:00:00,0.4438356164383562,1757.9043436609522
CUST0065,408.2884717148148,5,2022-01-06 14:00:00,2023-01-27 13:00:00,1.0547945205479452,1161.2360429291489
CUST0066,259.3874407069012,2,2022-04-23 10:00:00,2022-06-18 23:00:00,0.15342465753424658,5071.950849536729
CUST0067,385.84057193995847,3,2022-02-22 21:00:00,2023-01-06 23:00:00,0.8712328767123287,1328.601969415895
CUST0068,304.25364546982127,4,2022-07-01 08:00:00,2023-02-09 02:00:00,0.6082191780821918,1500.7105486011453
CUST0069,544.2609190030313,5,2022-02-17 09:00:00,2022-09-16 11:00:00,0.5780821917808219,2824.482020418575
CUST0070,142.29253383463677,2,2022-11-03 15:00:00,2023-02-18 03:00:00,0.29041095890410956,1469.9087221596913
CUST0071,145.77117053551603,3,2022-09-22 16:00:00,2023-01-23 01:00:00,0.33424657534246577,1308.3559978392627
CUST0072,739.9328814011341,6,2022-04-13 18:00:00,2022-12-05 21:00:00,0.6465753424657534,3433.163157348482
CUST0073,707.0773232165236,9,2022-03-22 02:00:00,2023-02-05 01:00:00,0.873972602739726,2427.1149495990385
CUST0074,540.6564791042989,4,2022-08-18 01:00:00,2023-02-02 22:00:00,0.4602739726027397,3523.921694161948
CUST0075,724.3010812061212,6,2022-02-15 18:00:00,2022-07-16 06:00:00,0.410958904109589,5287.397892804685
CUST0076,717.5694916745239,7,2022-02-03 06:00:00,2022-12-28 15:00:00,0.8986301369863013,2395.5444920231816
CUST0077,331.12197422179463,2,2022-07-17 15:00:00,2022-10-04 00:00:00,0.2136986301369863,4648.443099652116
CUST0078,705.3877991562416,6,2022-02-21 02:00:00,2023-02-11 02:00:00,0.9726027397260274,2175.7736340171396
CUST0079,746.0084840172087,7,2022-04-08 22:00:00,2023-01-30 21:00:00,0.810958904109589,2759.727331077174
CUST0080,262.40599203017814,1,2022-02-08 15:00:00,2022-02-08 15:00:00,0.1,7872.179760905345
CUST0081,161.90955667676968,1,2022-02-16 21:00:00,2022-02-16 21:00:00,0.1,4857.28670030309
CUST0082,369.82298233646554,4,2022-03-15 18:00:00,2022-09-26 00:00:00,0.5315068493150685,2087.4029157651016
CUST0083,1117.2294587604285,8,2022-02-13 18:00:00,2023-01-24 19:00:00,0.9452054794520548,3545.989151717882
CUST0084,231.1978581565071,3,2022-04-10 14:00:00,2023-02-12 03:00:00,0.8410958904109589,824.6307970077371
CUST0085,270.48992929498684,3,2022-05-02 15:00:00,2022-12-30 09:00:00,0.6602739726027397,1228.9895127718285
CUST0086,267.502127057725,4,2022-02-22 10:00:00,2023-02-17 09:00:00,0.9835616438356164,815.9187440897182
CUST0087,985.2265109668452,7,2022-03-13 09:00:00,2023-02-10 06:00:00,0.9123287671232877,3239.7087973234093
CUST0088,945.6282816040753,5,2022-01-01 14:00:00,2023-02-20 11:00:00,1.1342465753424658,2501.118281054257
CUST0089,313.15085909821545,3,2022-03-02 00:00:00,2023-01-08 15:00:00,0.8547945205479452,1099.0390727966214
CUST0090,755.5314069033611,8,2022-01-31 11:00:00,2023-02-08 15:00:00,1.021917808219178,2217.9809398369453
CUST0091,154.97194966268046,2,2022-02-06 20:00:00,2022-11-03 23:00:00,0.7397260273972602,628.4973514097596
CUST0092,733.2601844729375,7,2022-01-04 03:00:00,2023-02-06 07:00:00,1.0904109589041096,2017.3866884368508
CUST0093,781.5001147054314,7,2022-02-18 16:00:00,2023-02-13 00:00:00,0.9835616438356164,2383.684193878684
CUST0094,120.58324956314604,1,2022-01-28 07:00:00,2022-01-28 07:00:00,0.1,3617.4974868943814
CUST0095,379.19271658457916,4,2022-02-14 12:00:00,2022-05-18 01:00:00,0.25205479452054796,4513.217659349067
CUST0096,784.4712677540874,5,2022-01-09 10:00:00,2022-10-16 16:00:00,0.7671232876712328,3067.8429935383065
CUST0097,227.02049413255284,2,2022-09-17 18:00:00,2023-01-20 22:00:00,0.3424657534246575,1988.6995286011634
CUST0098,270.7188510415137,4,2022-02-16 03:00:00,2022-09-05 20:00:00,0.5506849315068493,1474.8116511963058
CUST0099,689.3014870578361,5,2022-01-08 01:00:00,2022-11-18 02:00:00,0.8602739726027397,2403.774294039269
CUST0100,146.4111550132134,2,2022-04-22 03:00:00,2022-09-07 16:00:00,0.3780821917808219,1161.7406865178891
CUST0101,721.0998133074628,6,2022-05-21 13:00:00,2023-02-04 21:00:00,0.7095890410958904,3048.6652338674585
CUST0102,288.47143493116283,3,2022-03-22 22:00:00,2022-05-02 04:00:00,0.1095890410958904,7896.905531240583
CUST0103,322.1295940705075,3,2022-02-15 20:00:00,2022-11-13 01:00:00,0.7397260273972602,1306.4144648415024
CUST0104,693.0262179774463,7,2022-01-17 13:00:00,2022-10-28 19:00:00,0.7780821917808219,2672.055312272196
CUST0105,470.36148554494264,5,2022-02-12 22:00:00,2022-11-01 16:00:00,0.7150684931506849,1973.3556577460238
CUST0106,555.2772235974896,6,2022-04-16 05:00:00,2023-02-14 18:00:00,0.8328767123287671,2000.0939468396416
CUST0107,318.46850964277496,3,2022-02-20 05:00:00,2023-02-05 13:00:00,0.958904109589041,996.3514801681104
CUST0108,464.74545236168444,5,2022-03-22 18:00:00,2023-01-28 02:00:00,0.852054794520548,1636.3224126560915
CUST0109,793.0162294641729,8,2022-02-04 08:00:00,2023-01-01 04:00:00,0.9041095890410958,2631.372034131119
CUST0110,53.71127841932963,2,2022-10-15 06:00:00,2023-02-18 21:00:00,0.3452054794520548,466.7765862632218
CUST0111,1036.9021262208769,10,2022-02-17 21:00:00,2023-01-10 22:00:00,0.8958904109589041,3472.195193308441
CUST0112,668.2669436965373,4,2022-06-04 06:00:00,2023-01-25 17:00:00,0.6438356164383562,3113.8395887136526
CUST0113,1332.6177550531645,9,2022-01-12 23:00:00,2023-01-22 07:00:00,1.0246575342465754,3901.6482400620725
CUST0114,780.7684500257078,6,2022-03-12 15:00:00,2023-02-02 09:00:00,0.8931506849315068,2622.519793798006
CUST0115,304.3147915773742,3,2022-01-31 19:00:00,2022-09-20 07:00:00,0.6328767123287671,1442.5311548797608
CUST0116,898.9178674215486,8,2022-04-15 17:00:00,2023-01-15 10:00:00,0.7506849315068493,3592.3907475423202
CUST0117,579.3329757904066,4,2022-01-26 11:00:00,2023-02-04 01:00:00,1.021917808219178,1700.7228109664754
CUST0118,804.5693091482141,6,2022-02-14 19:00:00,2022-12-11 16:00:00,0.8191780821917808,2946.4996438705493
CUST0119,323.5417272852045,4,2022-04-26 03:00:00,2023-02-13 23:00:00,0.8027397260273973,1209.140584905457
CUST0120,221.59871068959131,2,2022-01-26 02:00:00,2022-10-20 21:00:00,0.7315068493150685,908.8037011427059
CUST0121,385.0100105935019,2,2022-09-15 15:00:00,2022-11-18 17:00:00,0.17534246575342466,6587.280649998196
CUST0122,740.8576983064265,8,2022-01-01 09:00:00,2023-01-25 20:00:00,1.0657534246575342,2085.447762584928
CUST0123,728.5484284055057,5,2022-01-13 22:00:00,2023-02-11 17:00:00,1.0767123287671232,2029.925010442821
CUST0124,370.48986192543697,5,2022-05-21 20:00:00,2022-07-17 05:00:00,0.15342465753424658,7244.399978720598
CUST0125,620.2501594496501,7,2022-07-16 19:00:00,2023-01-28 17:00:00,0.5342465753424658,3482.94320306342
CUST0126,776.2782283716328,7,2022-02-17 15:00:00,2023-02-01 05:00:00,0.9534246575342465,2442.5995978935
CUST0127,515.8103868601681,3,2022-03-07 08:00:00,2022-12-29 09:00:00,0.8136986301369863,1901.7251636763774
CUST0128,409.9126620123792,5,2022-01-21 16:00:00,2022-09-04 06:00:00,0.6164383561643836,1994.9082884602453
CUST0129,992.9186156582156,8,2022-04-28 01:00:00,2023-01-29 02:00:00,0.7561643835616438,3939.296681687486
CUST0130,724.5989208429015,8,2022-03-05 11:00:00,2023-02-10 14:00:00,0.936986301369863,2319.987772874202
CUST0131,278.88379554849854,5,2022-01-01 19:00:00,2022-12-07 09:00:00,0.9287671232876712,900.8193396035573
CUST0132,756.3313984258704,5,2022-03-01 20:00:00,2023-02-05 06:00:00,0.9315068493150684,2435.832003753906
CUST0133,336.5955187196254,3,2022-02-16 22:00:00,2022-04-24 12:00:00,0.18082191780821918,5584.425651484694
CUST0134,533.8895940355158,6,2022-02-08 06:00:00,2023-01-11 23:00:00,0.9232876712328767,1734.7451200857263
CUST0135,608.3821019563699,4,2022-01-07 13:00:00,2023-02-17 00:00:00,1.1095890410958904,1644.8849423264815
CUST0136,256.1608958583596,2,2022-06-03 02:00:00,2022-11-12 11:00:00,0.4438356164383562,1731.4579071907638
CUST0137,1477.4802740641842,9,2022-03-25 05:00:00,2022-12-26 00:00:00,0.7534246575342466,5883.057818546478
CUST0138,606.2572364231418,5,2022-02-17 01:00:00,2022-11-04 10:00:00,0.7123287671232876,2553.2756687820784
CUST0139,695.1030811168085,7,2022-02-27 00:00:00,2023-02-20 21:00:00,0.9808219178082191,2126.0834464326967
CUST0140,595.8088558863247,5,2022-02-26 15:00:00,2022-11-02 01:00:00,0.6794520547945205,2630.6882951432485
CUST0141,828.5548088405525,7,2022-03-06 13:00:00,2022-11-20 14:00:00,0.7095890410958904,3502.9633810054247
CUST0142,354.83463138105765,3,2022-06-14 11:00:00,2022-07-06 01:00:00,0.1,10645.03894143173
CUST0143,1121.2429259247942,8,2022-03-02 14:00:00,2023-02-12 13:00:00,0.947945205479452,3548.4422077677737
CUST0144,565.3242047521412,7,2022-01-14 11:00:00,2023-02-08 00:00:00,1.0657534246575342,1591.3367717316055
CUST0145,428.65733485436465,3,2022-02-22 15:00:00,2022-11-11 01:00:00,0.7150684931506849,1798.389968067162
CUST0146,880.5758081487173,6,2022-02-12 06:00:00,2023-01-23 03:00:00,0.9424657534246575,2802.995668380365
CUST0147,496.0660355258816,5,2022-01-15 04:00:00,2022-09-20 20:00:00,0.6794520547945205,2190.29156814855
CUST0148,679.2916403945884,7,2022-03-11 00:00:00,2023-02-08 08:00:00,0.915068493150685,2227.0190006948333
CUST0149,872.9397450425114,7,2022-03-20 12:00:00,2022-11-02 15:00:00,0.6219178082191781,4210.876743707268
CUST0150,252.19674208816184,2,2022-01-24 10:00:00,2022-11-15 20:00:00,0.8082191780821918,936.120110462838
CUST0151,332.76236479449085,4,2022-01-15 21:00:00,2022-09-11 02:00:00,0.6520547945205479,1530.9865102939812
CUST0152,632.0636268806796,5,2022-01-17 02:00:00,2023-02-04 13:00:00,1.0493150684931507,1807.074860141891
CUST0153,357.86525080133026,4,2022-01-17 21:00:00,2023-01-03 08:00:00,0.958904109589041,1119.6069989355904
CUST0154,924.5676852342522,10,2022-01-27 19:00:00,2023-02-06 05:00:00,1.0246575342465754,2706.956190725952
CUST0155,284.88378909861467,5,2022-01-22 09:00:00,2023-02-05 18:00:00,1.0383561643835617,823.0811320923035
CUST0156,849.5638438824251,6,2022-03-10 15:00:00,2022-10-24 08:00:00,0.6219178082191781,4098.116339432843
CUST0157,470.61430349447295,5,2022-03-03 22:00:00,2023-02-05 04:00:00,0.9260273972602739,1524.6232613208517
CUST0158,137.3331239819915,1,2022-01-20 14:00:00,2022-01-20 14:00:00,0.1,4119.993719459745
CUST0159,716.2395735588175,5,2022-04-20 04:00:00,2022-11-12 15:00:00,0.5643835616438356,3807.1957914898303
CUST0160,749.3548700118763,6,2022-01-30 01:00:00,2022-08-09 23:00:00,0.5232876712328767,4296.039699806306
CUST0161,592.9879553685294,5,2022-01-18 09:00:00,2023-01-21 09:00:00,1.0082191780821919,1764.4614432840751
CUST0162,557.0633499684479,8,2022-01-05 06:00:00,2022-11-29 18:00:00,0.8986301369863013,1859.7084396812515
CUST0163,273.75449821916436,4,2022-06-12 13:00:00,2022-11-25 11:00:00,0.4520547945205479,1816.7343972726367
CUST0164,597.5600549851731,5,2022-05-18 00:00:00,2022-12-02 14:00:00,0.5424657534246575,3304.688182872548
CUST0165,709.7711962696642,6,2022-03-14 22:00:00,2023-01-14 20:00:00,0.8356164383561644,2548.194950541909
CUST0166,829.6921279202669,7,2022-02-16 12:00:00,2022-11-08 00:00:00,0.7232876712328767,3441.3366669420157
CUST0167,378.4973016732434,3,2022-01-03 15:00:00,2022-08-29 03:00:00,0.6493150684931507,1748.7533558320738
CUST0168,298.11489952998477,2,2022-03-19 09:00:00,2023-02-04 05:00:00,0.8794520547945206,1016.9340030695741
CUST0169,175.07839165886128,2,2022-05-29 06:00:00,2023-01-31 03:00:00,0.673972602739726,779.312353115663
CUST0170,1029.3422629909755,6,2022-02-05 12:00:00,2022-10-08 04:00:00,0.6684931506849315,4619.3843359635985
CUST0171,696.5447558117926,9,2022-08-07 19:00:00,2023-01-27 17:00:00,0.4712328767123288,4434.3983000808885
CUST0172,500.39059528326396,4,2022-02-27 12:00:00,2023-01-14 09:00:00,0.8767123287671232,1712.274068234919
CUST0173,458.7807845968261,7,2022-02-07 03:00:00,2023-01-11 11:00:00,0.9260273972602739,1486.2868613417888
CUST0174,126.5006063086075,2,2022-07-03 14:00:00,2022-07-09 06:00:00,0.1,3795.018189258225
CUST0175,564.430664916244,6,2022-08-02 23:00:00,2022-12-27 07:00:00,0.4,4233.22998687183
CUST0176,284.56983321338873,2,2022-09-09 12:00:00,2023-02-03 01:00:00,0.4,2134.2737491004154
CUST0177,715.1985106867288,8,2022-02-03 00:00:00,2023-02-20 20:00:00,1.0465753424657533,2050.110914141278
CUST0179,653.5174984100648,7,2022-07-04 06:00:00,2023-01-26 23:00:00,0.5643835616438356,3473.794469703985
CUST0180,116.66495258876812,2,2023-02-11 16:00:00,2023-02-19 09:00:00,0.1,3499.9485776630436
CUST0181,175.8782319987745,3,2022-01-21 03:00:00,2022-10-17 17:00:00,0.736986301369863,715.935554047056
CUST0182,302.9789245698441,2,2022-03-14 23:00:00,2022-11-28 05:00:00,0.7068493150684931,1285.8989240464311
CUST0183,891.0578979964472,9,2022-03-26 13:00:00,2023-01-10 11:00:00,0.7917808219178082,3376.153627356781
CUST0184,527.5793674124802,5,2022-02-17 02:00:00,2022-10-31 06:00:00,0.7013698630136986,2256.638309830726
CUST0185,606.4584312864383,4,2022-09-25 15:00:00,2023-01-30 05:00:00,0.3452054794520548,5270.412557608333
CUST0186,124.69181811649318,1,2022-04-21 13:00:00,2022-04-21 13:00:00,0.1,3740.7545434947956
CUST0187,1214.6933244967697,9,2022-01-14 15:00:00,2023-02-02 03:00:00,1.0493150684931507,3472.817729305386
CUST0188,1044.331837500228,9,2022-01-06 07:00:00,2022-12-08 06:00:00,0.9178082191780822,3413.5622748141777
CUST0189,460.7840073777178,4,2022-08-23 20:00:00,2023-01-22 11:00:00,0.4136986301369863,3341.4469409178864
CUST0190,746.0210841666106,7,2022-01-02 23:00:00,2022-12-05 00:00:00,0.9205479452054794,2431.2294260786866
CUST0191,606.5102868800873,6,2022-01-21 09:00:00,2023-01-13 16:00:00,0.9780821917808219,1860.3046614389232
CUST0192,1006.2795028270109,10,2022-02-01 16:00:00,2023-02-12 14:00:00,1.0273972602739727,2938.3361482548717
CUST0193,782.9367110365035,5,2022-08-31 16:00:00,2023-01-23 10:00:00,0.39452054794520547,5953.581240173413
CUST0194,1249.9936727813026,9,2022-02-25 21:00:00,2023-02-20 22:00:00,0.9863013698630136,3802.064088043129
CUST0195,760.8641846526733,7,2022-07-13 12:00:00,2022-12-02 18:00:00,0.38904109589041097,5867.227339399135
CUST0196,365.49565468949527,4,2022-03-04 08:00:00,2022-09-16 13:00:00,0.536986301369863,2041.9272545152924
CUST0197,250.09331770682817,4,2022-09-03 14:00:00,2023-02-15 00:00:00,0.44931506849315067,1669.830383469371
CUST0198,700.7041557283312,6,2022-01-14 06:00:00,2022-08-02 06:00:00,0.547945205479452,3836.355252612614
CUST0199,807.8431054779061,5,2022-04-12 03:00:00,2023-02-08 17:00:00,0.8273972602739726,2929.1000016500234
CUST0200,84.27202700613503,1,2022-05-26 03:00:00,2022-05-26 03:00:00,0.1,2528.160810184051
CUST0201,1081.8381547886177,8,2022-01-07 14:00:00,2022-11-30 04:00:00,0.8931506849315068,3633.7815321887615
CUST0202,632.9008791944868,5,2022-01-05 07:00:00,2022-09-04 22:00:00,0.663013698630137,2863.745713710591
CUST0203,420.42458689208826,5,2022-01-13 20:00:00,2022-11-04 16:00:00,0.8054794520547945,1565.8670838327776
CUST0204,90.14159863567686,1,2022-10-02 17:00:00,2022-10-02 17:00:00,0.1,2704.247959070306
CUST0205,310.70352102525857,3,2022-02-17 14:00:00,2022-09-22 04:00:00,0.5917808219178082,1575.0942385308247
CUST0206,733.7383466001986,7,2022-01-04 12:00:00,2022-12-04 12:00:00,0.915068493150685,2405.519429722208
CUST0207,428.4914972149599,3,2022-01-08 21:00:00,2022-10-10 10:00:00,0.7506849315068493,1712.402151278763
CUST0208,396.7263479538413,5,2022-01-16 23:00:00,2022-09-05 23:00:00,0.6356164383561644,1872.4799612476556
CUST0209,606.7062128478804,4,2022-06-04 17:00:00,2023-01-14 23:00:00,0.6136986301369863,2965.818317269772
CUST0210,792.8490579583382,7,2022-04-08 03:00:00,2023-02-21 10:00:00,0.873972602739726,2721.535167599938
CUST0211,651.3119188840759,6,2022-06-07 15:00:00,2023-01-29 08:00:00,0.6438356164383562,3034.8363879917574
CUST0212,416.21727030411233,5,2022-08-25 09:00:00,2023-02-16 02:00:00,0.4767123287671233,2619.2983389827764
CUST0213,656.7177370219483,4,2022-05-23 10:00:00,2022-08-26 22:00:00,0.2602739726027397,7569.536021463509
CUST0214,570.4302348883258,6,2022-02-20 01:00:00,2023-02-14 20:00:00,0.9835616438356164,1739.8916635173173
CUST0215,562.7439364731554,4,2022-03-11 13:00:00,2023-01-11 22:00:00,0.8383561643835616,2013.7405569872717
CUST0216,726.6785119790065,8,2022-03-04 23:00:00,2023-02-16 22:00:00,0.9534246575342465,2286.531524761529
CUST0217,1006.4382046876112,7,2022-01-06 05:00:00,2023-01-10 07:00:00,1.010958904109589,2986.5849163494154
CUST0218,512.0300313178877,5,2022-01-28 14:00:00,2022-09-04 19:00:00,0.6,2560.150156589439
CUST0219,207.0153231641351,3,2022-06-28 04:00:00,2023-01-27 01:00:00,0.5808219178082191,1069.253673890226
CUST0220,761.4419243544147,5,2022-01-13 02:00:00,2022-12-21 06:00:00,0.936986301369863,2437.9500209593098
CUST0221,437.57633272415,4,2022-08-22 21:00:00,2023-01-03 18:00:00,0.3643835616438356,3602.6021378416863
CUST0222,250.76300735231115,2,2022-07-01 05:00:00,2022-12-17 07:00:00,0.46301369863013697,1624.7662310697083
CUST0223,76.13456602990726,2,2022-04-16 19:00:00,2022-07-12 12:00:00,0.2356164383561644,969.3877884040517
CUST0224,736.0873365597333,6,2022-02-12 07:00:00,2023-01-15 04:00:00,0.9205479452054794,2398.856052181274
CUST0225,532.263560821765,4,2022-02-26 12:00:00,2022-11-16 09:00:00,0.7178082191780822,2224.5366377856208
CUST0226,423.57764594686546,6,2022-01-19 17:00:00,2023-02-01 01:00:00,1.0328767123287672,1230.2852050711342
CUST0227,710.5841451436787,8,2022-06-05 19:00:00,2022-10-28 10:00:00,0.39452054794520547,5403.4002703633905
CUST0228,280.5707152679276,4,2022-02-23 02:00:00,2023-01-21 14:00:00,0.9095890410958904,925.3763048746407
CUST0229,346.37145097149596,4,2022-02-25 02:00:00,2023-02-20 00:00:00,0.9835616438356164,1056.4811666122232
CUST0230,383.8149945837387,4,2022-01-19 10:00:00,2022-10-04 01:00:00,0.7041095890410959,1635.3206967672918
CUST0231,566.2529221804596,4,2022-01-07 09:00:00,2022-06-04 01:00:00,0.40273972602739727,4218.006461140158
CUST0232,953.5593183174212,6,2022-05-25 18:00:00,2023-02-19 10:00:00,0.736986301369863,3881.589046682439
CUST0233,359.8584966705398,5,2022-02-19 10:00:00,2022-12-28 04:00:00,0.852054794520548,1267.0258966374313
CUST0234,13.521953717851227,1,2022-06-04 12:00:00,2022-06-04 12:00:00,0.1,405.6586115355368
CUST0235,792.3025457552086,6,2022-02-04 20:00:00,2022-09-19 23:00:00,0.6219178082191781,3821.8999453830547
CUST0236,641.285331198818,6,2022-02-15 02:00:00,2023-02-16 17:00:00,1.0027397260273974,1918.5995564554798
CUST0237,553.7898006518685,4,2022-03-17 16:00:00,2023-01-14 00:00:00,0.8273972602739726,2007.9464626284635
